Time (s),Voltage (Volts),Voltage (microvolts)
0.9322929429,0.0003742755338,374.2755338
0.9338920729,0.0003742755338,374.2755338
0.9354912029,0.0003742755338,374.2755338
0.9370903329,0.0003742755338,374.2755338
0.9386894629,0.0007088071716,708.8071716
0.9402885929,0.0007088071716,708.8071716
0.9418877229,0.0007088071716,708.8071716
0.9434868529,0.0007088071716,708.8071716
0.9450859829,0.0007088071716,708.8071716
0.9466851129,0.0007088071716,708.8071716
0.9482842429,0.0003742755338,374.2755338
0.9498833729,0.0003742755338,374.2755338
0.9514825029,0.0003742755338,374.2755338
0.9530816329,0.0003742755338,374.2755338
0.9546807629,0.0003742755338,374.2755338
0.9562798929,0.0007088071716,708.8071716
0.9578790229,0.0007088071716,708.8071716
0.9594781529,0.0007088071716,708.8071716
0.9610772829,0.0007088071716,708.8071716
0.9626764129,0.0007088071716,708.8071716
0.9642755429,0.0003742755338,374.2755338
0.9658746729,0.0003742755338,374.2755338
0.9674738029,0.0003742755338,374.2755338
0.9690729329,0.0003742755338,374.2755338
0.9706720629,0.0003742755338,374.2755338
0.9722711929,0.0007088071716,708.8071716
0.9738703229,0.0007088071716,708.8071716
0.9754694529,0.0007088071716,708.8071716
0.9770685829,0.0007088071716,708.8071716
0.9786677129,0.0007088071716,708.8071716
0.9802668429,0.0007088071716,708.8071716
0.9818659729,0.0003742755338,374.2755338
0.9834651029,0.0003742755338,374.2755338
0.9850642329,0.0003742755338,374.2755338
0.9866633629,0.0003742755338,374.2755338
0.9882624929,0.0003742755338,374.2755338
0.9898616229,0.0007088071716,708.8071716
0.9914607529,0.0007088071716,708.8071716
0.9930598829,0.0007088071716,708.8071716
0.9946590129,0.0007088071716,708.8071716
0.9962581429,0.0007088071716,708.8071716
0.9978572729,0.0003742755338,374.2755338
0.9994564029,0.0003742755338,374.2755338
1.001055533,0.0003742755338,374.2755338
1.002654663,0.0003742755338,374.2755338
1.004253793,0.0003742755338,374.2755338
1.005852923,0.0007088071716,708.8071716
1.007452053,0.0007088071716,708.8071716
1.009051183,0.0007088071716,708.8071716
1.010650313,0.0007088071716,708.8071716
1.012249443,0.0007088071716,708.8071716
1.013848573,0.0003742755338,374.2755338
1.015447703,0.0003742755338,374.2755338
1.017046833,0.0003742755338,374.2755338
1.018645963,0.0003742755338,374.2755338
1.020245093,0.0003742755338,374.2755338
1.021844223,0.0007088071716,708.8071716
1.023443353,0.0007088071716,708.8071716
1.025042483,0.0007088071716,708.8071716
1.026641613,0.0007088071716,708.8071716
1.028240743,0.0007088071716,708.8071716
1.029839873,0.0007088071716,708.8071716
1.031439003,0.0003742755338,374.2755338
1.033038133,0.0003742755338,374.2755338
1.034637263,0.0003742755338,374.2755338
1.036236393,0.0003742755338,374.2755338
1.037835523,0.0003742755338,374.2755338
1.039434653,0.0007088071716,708.8071716
1.041033783,0.001043338809,1043.338809
1.042632913,0.0007088071716,708.8071716
1.044232043,0.0007088071716,708.8071716
1.045831173,0.0007088071716,708.8071716
1.047430303,0.0003742755338,374.2755338
1.049029433,0.0003742755338,374.2755338
1.050628563,0.0003742755338,374.2755338
1.052227693,0.0003742755338,374.2755338
1.053826823,0.0003742755338,374.2755338
1.055425953,0.0007088071716,708.8071716
1.057025083,0.0007088071716,708.8071716
